Item Number,number,Quantity,Equipment,Module,Level of significance,Category,Other Information,UOM,ST,Description 1,Description 2,Search Text,Unit Cost,Extended Cost,jdelitm,prp1,prp2,file_name,Type,DIM,Comm Class,Supplier,Item Pool,Drawing2
24104324,,4,,27,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 20MM,ZINC PLATED [CL8.8],0.0714,,24104324,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X020_CLS,50x020_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
127796,,2,,27,,,,EA,B,HEX.JAM NUT-LEFT THD.,1/2-20UNF,ZINC PLATED [GR.5],1.8,,127796,Inch Fastener,Nut & Washer,E_CE_0.500-20_LH.PAR ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
202144,,9,,27,,,,EA,B,HEX.NYLON INSERT LOCKNUT,1/2-13UNC,ZINC PLATED [GR.5],0.0704,,202144,Inch Fastener,Nut & Washer,E_AB_0.500-13.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101206,,12,,27,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 30MM,ZINC PLATED [CL8.8],0.0817,,24101206,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X030_CLS,50x030_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101223,,36,,27,,,,EA,B,WASHER;SPRING LOCK,M6,ZINC PLATED,0.0088,,24101223,Metric Fastener,Nut & Washer,RR_M06.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101449,,2,,27,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 40MM,ZINC PLATED [CL8.8],0.0405,,24101449,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X040_CLS,00x040_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101460,,4,,27,,,,EA,B,HEX.SOC.CAP SCREW,M6-1.00 X 12MM,ZINC PLATED [CL8.8],0.049,,24101460,Metric Fastener,Hex.Socket Head Product,VTCY_M06-1.00X012.par,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101469,,4,,27,,,,EA,B,HEX.SOC.FH.CAP SCREW,M4-0.70 X 12MM,ZINC PLATED [CL8.8],0.0234,,24101469,Metric Fastener,Hex.Socket Head Product,VTFR_M04-0.70X012.par,par,,90,7,FASTENAL CANADA LTD.(CAD)(KITC,
24101501,,16,,27,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M6-1.00,ZINC PLATED [CL8.8],0.0139,,24101501,Metric Fastener,Nut & Washer,E_AB_M06-1.00.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101502,,9,,27,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M8-1.25,ZINC PLATED [CL8.8],0.0177,,24101502,Metric Fastener,Nut & Washer,E_AB_M08-1.25.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101591,,2,,27,,,,EA,B,HEX.SOC.CAP SCREW,"#8-32UNC X 1.500""",ZINC PLATED [A574],0.0552,,24101591,Inch Fastener,Hex.Socket Head Product,VTCY_0.164-32X1.500.p,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24102083,,2,,27,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 0.625""",ZINC PLATED [GR.5],0.0878,,24102083,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X0.625_G,625_g,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24102425,,24,,27,,,,EA,B,WASHER;FLAT M8,16MM OD;ZINC PLATED[GR.5],DIN 125A,0.0099,,24102425,Metric Fastener,Nut & Washer,RP_M08.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24103107,,2,,27,,,,EA,B,WASHER;SPRING LOCK,M12,ZINC PLATED,0.0181,,24103107,Metric Fastener,Nut & Washer,RR_M12.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104064,,2,,27,,,,EA,B,HEX.JAM NUT-LEFT THD.,3/4-16UNF,ZINC PLATED [GR.5],0.3443,,24104064,Inch Fastener,Nut & Washer,E_CE_0.750-16_LH.PAR ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104065,,2,,27,,,,EA,B,HEX.JAM NUT,3/4-16UNF,ZINC PLATED [GR.5],0.1283,,24104065,Inch Fastener,Nut & Washer,E_CE_0.750-16.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104102,,6,,27,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M10-1.50,ZINC PLATED [CL8.8],0.0475,,24104102,Metric Fastener,Nut & Washer,E_AB_M10-1.50.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
200074,,2,,27,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 85MM,ZINC PLATED [CL8.8],0.335,,200074,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X085_CLS,50x085_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101200,,8,,27,,,,EA,B,HEX.HD.CAP SCREW,M8-1.25 X 25MM,ZINC PLATED [CL8.8],0.0499,,24101200,Metric Fastener,Hex.Head Product & Screw,VTHE_M08-1.25X025_CLS,25x025_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101197,,6,,27,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 35MM,ZINC PLATED [CL8.8],0.0388,,24101197,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X035_CLS,00x035_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104324,,4,,27,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 20MM,ZINC PLATED [CL8.8],0.0714,,24104324,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X020_CLS,50x020_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101193,,24,,27,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 16MM,ZINC PLATED [CL8.8],0.0214,,24101193,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X016_CLS,00x016_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101195,,8,,27,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 25MM,ZINC PLATED [CL8.8],0.0264,,24101195,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X025_CLS,00x025_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100030,,8,,27,,,,EA,B,HEX.HD.CAP SCREW,"1/2-13UNC X 1.000""",ZINC PLATED [GR.5],0.1333,,24100030,Inch Fastener,Hex.Head Product & Screw,VTHE_0.500-13X1.000_G,000_g,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100031,,2,,27,,,,EA,B,HEX.HD.CAP SCREW,"1/2-13UNC X 1.500""",ZINC PLATED [GR.5],0.1552,,24100031,Inch Fastener,Hex.Head Product & Screw,VTHE_0.500-13X1.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100032,,5,,27,,,,EA,B,HEX.HD.CAP SCREW,"1/2-13UNC X 2.000""",ZINC PLATED [GR.5],0.2051,,24100032,Inch Fastener,Hex.Head Product & Screw,VTHE_0.500-13X2.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100051,,6,,27,,,,EA,B,"WASHER;FLAT 0.375""","1.000"" OD;ZINC PLATED[GR.5]",USS,0.0203,,24100051,Inch Fastener,Nut & Washer,RP_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100053,,2,,27,,,,EA,B,"WASHER;FLAT 0.500""","1.375"" OD;ZINC PLATED[GR.5]",USS,0.042,,24100053,Inch Fastener,Nut & Washer,RP_0.500.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100014,,4,,27,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.000""",ZINC PLATED [GR.5],0.0594,,24100014,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100056,,2,,27,,,,EA,B,WASHER;SPRING LOCK,"0.250""",ZINC PLATED,0.0056,,24100056,Inch Fastener,Nut & Washer,RR_0.250.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100058,,10,,27,,,,EA,B,WASHER;SPRING LOCK,"0.375""",ZINC PLATED,0.0113,,24100058,Inch Fastener,Nut & Washer,RR_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100060,,8,,27,,,,EA,B,WASHER;SPRING LOCK,"0.500""",ZINC PLATED,0.0326,,24100060,Inch Fastener,Nut & Washer,RR_0.500.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100080,,4,,27,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 0.750""",ZINC PLATED [GR.5],0.0445,,24100080,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X0.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100102,,4,,27,,,,EA,B,HEX.HD.CAP SCREW,"1/2-13UNC X 1.750""",ZINC PLATED [GR.5],0.1695,,24100102,Inch Fastener,Hex.Head Product & Screw,VTHE_0.500-13X1.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100827,,1,,27,,,,EA,B,HEX.JAM NUT,1/2-20UNF,ZINC PLATED [GR.5],0.0691,,24100827,Inch Fastener,Nut & Washer,E_CE_0.500-20.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100157,,2,,27,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.500""",ZINC PLATED [GR.5],0.0196,,24100157,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100398,,4,,27,,,,EA,B,HEX.SOC.CAP SCREW,M8-1.25 X 25MM,ZINC PLATED [CL8.8],0.0774,,24100398,Metric Fastener,Hex.Socket Head Product,VTCY_M08-1.25X025.par,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100599,,4,,27,,,,EA,B,HEX.SOC.SET SCREW CUP POINT,"1/4-20UNC X 0.250""",ZINC PLATED [A574],0.0655,,24100599,Inch Fastener,Hex.Socket Head Product,VP_0.250-20X0.250.PAR,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104857,,12,,41,,,,EA,B,WASHER;FLAT M8,16MM OD;SS.304[A2],DIN 125A,0.0216,,24104857,Metric Fastener,Nut & Washer,RP_M08_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104856,,26,,41,,,,EA,B,WASHER;FLAT M10,20MM OD;SS.304[A2],DIN 125A,0.0255,,24104856,Metric Fastener,Nut & Washer,RP_M10_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104855,,4,,41,,,,EA,B,WASHER;FLAT M16,30MM OD;SS.304[A2],DIN 125A,0.1209,,24104855,Metric Fastener,Nut & Washer,RP_M16_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104854,,46,,41,,,,EA,B,WASHER;FLAT M6,12MM OD;SS.304[A2],DIN 125A,0.0075,,24104854,Metric Fastener,Nut & Washer,RP_M06_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104851,,8,,41,,,,EA,B,WASHER;FLAT M5,10MM OD;SS.304[A2],DIN 125A,0.0066,,24104851,Metric Fastener,Nut & Washer,RP_M05_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104849,,12,,41,,,,EA,B,WASHER;SPRING LOCK,M10,[SS.304],0.0347,,24104849,Metric Fastener,Nut & Washer,RR_M10_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104844,,8,,41,,,,EA,B,WASHER;SPRING LOCK,M5,[SS.304],0.005,,24104844,Metric Fastener,Nut & Washer,RR_M05_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
185725,,4,,41,,,,EA,B,HEX.SOC.FH.CAP SCREW,"3/8-16UNC X 1.000""",[SS.304],0.0654,,185725,Inch Fastener,Hex.Socket Head Product,VTFR_0.375-16X1.000_S,000_s,,50,7,FASTENAL CANADA LTD.(CAD)(KITC,
185602,,8,,41,,,,EA,B,HEX.HD.CAP SCREW,M8-1.25 X 12MM,[SS.304],0.4057,,185602,Metric Fastener,Hex.Head Product & Screw,185602.par           ,par,,90,7,FASTENAL CANADA LTD.(CAD)(KITC,
117655,,8,,41,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 2.750""",[SS.304],0.3576,,117655,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X2.750_S,750_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
117613,,4,,41,,,,EA,B,HEX.HD.CAP SCREW,"5/16-18UNC X 2.750""",[SS.304],0.4277,,117613,Inch Fastener,Hex.Head Product & Screw,VTHE_0.313-18X2.750_S,750_s,,50,7,FASTENAL CANADA LTD.(CAD)(KITC,
117589,,4,,41,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 2.250""",[SS.304],0.2239,,117589,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X2.250_S,250_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104847,,20,,41,,,,EA,B,WASHER;SPRING LOCK,M6,[SS.304],0.0093,,24104847,Metric Fastener,Nut & Washer,RR_M06_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104835,,4,,41,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M16-2.00,[SS.304],0.468,,24104835,Metric Fastener,Nut & Washer,E_AB_M16-2.00_SS.PAR ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104834,,2,,41,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M10-1.50,[SS.304],0.181,,24104834,Metric Fastener,Nut & Washer,E_AB_M10-1.50_SS.PAR ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104814,,8,,41,,,,EA,B,HEX.SOC.CAP SCREW,M8-1.25 X 20MM,[SS.304],0.2563,,24104814,Metric Fastener,Hex.Socket Head Product,VTCY_M08-1.25X020_SS.,,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104806,,2,,41,,,,EA,B,HEX.SOC.CAP SCREW,M10-1.50 X 40MM,[SS.304],0.6027,,24104806,Metric Fastener,Hex.Socket Head Product,VTCY_M10-1.50X040_SS.,,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104541,,8,,41,,,,EA,B,WASHER;FLAT M6,12MM OD;ZINC PLATED[GR.5],DIN 125A,0.0046,,24104541,Metric Fastener,Nut & Washer,RP_M06.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104536,,6,,41,,,,EA,B,WASHER;FLAT M10,20MM OD;ZINC PLATED[GR.5],DIN 125A,0.0164,,24104536,Metric Fastener,Nut & Washer,RP_M10.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104527,,2,,41,,,,EA,B,HEX.JAM NUT,M10-1.50,ZINC PLATED [CL8.8],0.0255,,24104527,Metric Fastener,Nut & Washer,E_CE_M10-1.50.PAR    ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24103998,,8,,41,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 1.250""",[SS.304],0.0669,,24103998,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X1.250_S,250_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24103226,,4,,41,,,,EA,B,HEX.NYLON INSERT LOCKNUT,3/8-16UNC,[SS.304],0.0675,,24103226,Inch Fastener,Nut & Washer,E_AB_0.375-16_SS.par ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24103225,,6,,41,,,,EA,B,HEX.NYLON INSERT LOCKNUT,5/16-18UNC,[SS.304],0.0476,,24103225,Inch Fastener,Nut & Washer,E_AB_0.313-18_SS.par ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24103224,,20,,41,,,,EA,B,HEX.NYLON INSERT LOCKNUT,1/4-20UNC,[SS.304],0.0321,,24103224,Inch Fastener,Nut & Washer,E_AB_0.250-20_SS.par ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24103215,,8,,41,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 20MM,[SS.304],0.0899,,24103215,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X020_SS.,,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102668,,12,,41,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 0.750""",[SS.304],0.1786,,24102668,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X0.750_S,750_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102644,,4,,41,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.250""",[SS.304],0.1559,,24102644,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.250_S,250_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104800,,20,,41,,,,EA,B,HEX.SOC.CAP SCREW,M5-0.80 X 16MM,[SS.304],0.068,,24104800,Metric Fastener,Hex.Socket Head Product,VTCY_M05-0.80X016_SS.,,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102505,,6,,41,,,,EA,B,WASHER;SPRING LOCK,"0.250""",[SS.304],0.0155,,24102505,Inch Fastener,Nut & Washer,RR_0.250_SS.PAR      ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102605,,8,,41,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 1.000""",[SS.304],0.061,,24102605,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X1.000_S,000_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100014,,6,,41,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.000""",ZINC PLATED [GR.5],0.0594,,24100014,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100056,,8,,41,,,,EA,B,WASHER;SPRING LOCK,"0.250""",ZINC PLATED,0.0056,,24100056,Inch Fastener,Nut & Washer,RR_0.250.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100058,,6,,41,,,,EA,B,WASHER;SPRING LOCK,"0.375""",ZINC PLATED,0.0113,,24100058,Inch Fastener,Nut & Washer,RR_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101588,,8,,41,,,,EA,B,HEX.SOC.CAP SCREW,"#8-32UNC X 0.500""",ZINC PLATED [A574],0.0239,,24101588,Inch Fastener,Hex.Socket Head Product,VTCY_0.164-32X0.500.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101939,,10,,41,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.750""",[SS.304],0.0496,,24101939,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.750_S,750_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102140,,8,,41,,,,EA,B,HEX.SOC.CAP SCREW,"1/4-20UNC X 1.000""",[SS.304],0.0575,,24102140,Inch Fastener,Hex.Socket Head Product,VTCY_0.250-20X1.000_S,000_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102308,,3,,41,,,,EA,B,HEX.SOC.FH.CAP SCREW,"1/4-20UNC X 0.750""",[SS.304],0.1158,,24102308,Inch Fastener,Hex.Socket Head Product,VTFR_0.250-20X0.750_S,750_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102347,,2,,41,,,,EA,B,HEX.HD.CAP SCREW,"5/16-18UNC X 1.750""",[SS.304],0.1453,,24102347,Inch Fastener,Hex.Head Product & Screw,VTHE_0.313-18X1.750_S,750_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101597,,8,,41,,,,EA,B,HEX.SOC.CAP SCREW,"1/4-20UNC X 0.750""",ZINC PLATED [A574],0.0327,,24101597,Inch Fastener,Hex.Socket Head Product,VTCY_0.250-20X0.750.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101194,,4,,44,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 20MM,ZINC PLATED [CL8.8],0.0286,,24101194,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X020_CLS,00x020_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
